,Brand,Model,Weight,Operating System,Display Size,Pixel Density,Display Touchscreen,Clock-speed,Capacity,RAM Type,SSD Capacity,Battery Type,Wi-Fi Version,Warranty,Price (Rs),Weight_Category,Resolution_X,Resolution_Y,GPU_Brand,GPU_Tier,CPU_Brand,CPU_Category,Total_Pixels,Screen_Category,PPI_Category
2976,Dell,15 3565 (A566502HIN9),2.27,Windows 10,15.6,100,No,1,4 GB,DDR4,512 GB,Li-Ion,5.0,1,22799.0,Normal,1366,768,AMD,Integrated,AMD,Other,1049088,Medium,Low
2977,HP,15-bc513tx (7PL77PA),2.2,Windows 10,15.6,141,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,77441.0,Normal,1920,1080,NVIDIA,Entry Gaming,Intel,i5-9Gen,2073600,Medium,Medium
2978,Asus,M509DA-EJ582T,1.9,Windows 10,15.6,141,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,41590.0,Normal,1920,1080,AMD,Integrated,AMD,Ryzen 5-3Gen,2073600,Medium,Medium
2979,Acer,ANV15-51 (NH.QNASI.003),2.1,Windows 11,15.6,141,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,64990.0,Normal,1920,1080,NVIDIA,Entry Gaming,Intel,i5-13Gen,2073600,Medium,Medium
2980,Lenovo,(82FG013WIN),1.6,Windows 10,15.6,141,No,2,16 GB,DDR4,512 GB,Li-Po,6.0,1,61290.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
2981,Asus,X415EA-EK344WS,1.6,Windows 11,14.0,157,No,4,16 GB,DDR4,512 GB,Li-Ion,5.0,1,34990.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
2982,Asus,Flip OLED UP5401ZA-KU541WS,1.4,Windows 11,14.0,323,Yes,2,16 GB,DDR5,512 GB,Li-Ion,6.0,1,76990.0,Light,3840,2400,Intel,Integrated,Intel,i5-12Gen,9216000,Medium,High
2983,HP,15s-eq0132au (3M184PA),1.77,Windows 10,15.6,141,No,2,8 GB,DDR4,512 GB,Li-Ion,4.0,1,55218.0,Light,1920,1080,AMD,Integrated,AMD,Ryzen 7-3Gen,2073600,Medium,Medium
2984,Asus,X507MA-BR072T,1.68,Windows 10,15.6,100,No,1,4 GB,DDR4,512 GB,Li-Ion,4.0,1,20790.0,Light,1366,768,Intel,Integrated,Intel,Other,1049088,Medium,Low
2985,Acer,A515-56-5695 (NX.A1GSI.006),1.65,Windows 10,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,5.0,1,48499.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
2986,HP,15-da1058tu (7MW54PA),1.77,Windows 10,15.6,141,No,1,4 GB,DDR4,256 GB,Li-Ion,4.0,1,51394.0,Light,1920,1080,Intel,Integrated,Intel,i5-8Gen,2073600,Medium,Medium
2987,Asus,X513EA-EJ533TS,1.8,Windows 10,15.6,141,No,2,8 GB,DDR4,256 GB,Li-Po,6.0,1,61186.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
2988,Asus,G712LU-H7009T,2.8,Windows 10,17.3,127,No,2,16 GB,DDR4,1 TB,Li-Ion,5.0,1,98457.0,Heavy,1920,1080,NVIDIA,Other,Intel,i7-10Gen,2073600,Large,Low
2989,Lenovo,130 (81H700A0IN),2.1,DOS,15.6,141,No,2,4 GB,DDR4,512 GB,Li-Ion,5.0,1,29990.0,Normal,1920,1080,NVIDIA,Basic Dedicated,Intel,i3-7Gen,2073600,Medium,Medium
2990,Asus,X510UN-EJ461T,1.7,Windows 10,15.6,141,No,1,8 GB,DDR4,256 GB,Li-Ion,5.0,1,60990.0,Light,1920,1080,NVIDIA,Basic Dedicated,Intel,i5-8Gen,2073600,Medium,Medium
2991,HP,15-ba042au (Z6X93PA),2.19,DOS,15.6,100,No,1,4 GB,DDR3,512 GB,Li-Ion,4.0,1,21990.0,Normal,1366,768,AMD,Integrated,AMD,Other,1049088,Medium,Low
2993,Asus,K413EA-EB301TS,1.4,Windows 10,14.0,157,No,3,8 GB,DDR4,512 GB,Li-Ion,6.0,1,42990.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
2994,HP,15s-eq1042au (192Z8PA),1.69,Windows 10,15.6,141,No,2,4 GB,DDR4,512 GB,Li-Ion,5.0,1,36298.0,Light,1920,1080,AMD,Integrated,AMD,Ryzen 3-3Gen,2073600,Medium,Medium
2995,Asus,K3502ZA-KJ522WS,1.8,Windows 11,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,1,60490.0,Light,1920,1080,Intel,Integrated,Intel,i5-12Gen,2073600,Medium,Medium
2996,MSI,Modern 14 B5M-045IN,1.3,Windows 10,14.0,157,No,4,8 GB,DDR4,256 GB,Li-Ion,6.0,1,44990.0,Ultra Light,1920,1080,AMD,Integrated,AMD,Ryzen 5-5Gen,2073600,Medium,Medium
2997,Lenovo,Gaming 3 15ACH6 (82K200X3IN),2.25,Windows 11,15.6,141,No,3,16 GB,DDR4,512 GB,Li-Ion,5.0,3,81990.0,Normal,1920,1080,NVIDIA,Mid,AMD,Other,2073600,Medium,Medium
2998,Dell,15 3515 (D560520WIN9BE),1.85,Windows 10,15.6,141,No,2,8 GB,DDR4,256 GB,Li-Ion,5.0,1,56573.0,Normal,1920,1080,AMD,Integrated,AMD,Ryzen 5-3Gen,2073600,Medium,Medium
2999,Lenovo,15IAX9 (83GS00CKIN),2.4,Windows 11,15.6,141,No,3,24 GB,DDR5,512 GB,Li-Po,6.0,1,63490.0,Heavy,1920,1080,NVIDIA,Entry Gaming,Intel,i5-12Gen,2073600,Medium,Medium
3000,HP,15-au117tx (Y4F80PA),2.0,Windows 10,15.6,141,No,2,16 GB,DDR4,512 GB,Li-Ion,5.0,1,85181.0,Normal,1920,1080,NVIDIA,Basic Dedicated,Intel,i7-7Gen,2073600,Medium,Medium
3001,MSI,B13VFKG-652IN,1.8254062618836355,Windows 11,16.0,142,No,5,32 GB,DDR5,1 TB,Li-Ion,6.0,1,124990.0,Normal,1920,1200,NVIDIA,High,Intel,i9-13Gen,2304000,Large,Medium
3002,HP,(8Y2Y9PA),1.75,DOS,15.6,100,No,2,8 GB,DDR4,256 GB,Li-Ion,6.0,1,22690.0,Light,1366,768,Intel,Integrated,Intel,Other,1049088,Medium,Low
3003,Acer,AL15-52 (UN.33XSI.008),1.59,Windows 11,15.6,141,No,4,16 GB,DDR4,1 TB,Li-Ion,6.0,1,46990.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
3004,Asus,X1504ZA-NJ321WS,1.7,Windows 11,15.6,141,No,1,8 GB,DDR4,512 GB,Li-Ion,6.0,1,32990.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
3005,HP,G8 (6E3Z0PA),1.47,DOS,15.6,100,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,25851.0,Light,1366,768,AMD,Integrated,AMD,Other,1049088,Medium,Low
3006,Asus,TP3402ZA-LZ511WS,1.5,Windows 11,14.0,162,Yes,2,16 GB,DDR4,512 GB,Li-Ion,6.0,1,79990.0,Light,1920,1200,Intel,Integrated,Intel,i5-12Gen,2304000,Medium,Medium
3007,Asus,G614JJ-N3088WS,2.5,Windows 11,16.0,142,No,4,16 GB,DDR5,1 TB,Li-Ion,6.0,1,95990.0,Heavy,1920,1200,NVIDIA,Mid,Intel,i5-13Gen,2304000,Large,Medium
3008,Asus,X1605ZAC-MB741WS,1.88,Windows 11,16.0,142,No,2,16 GB,DDR4,512 GB,Li-Ion,5.0,1,61980.0,Normal,1920,1200,Intel,Integrated,Intel,i7-12Gen,2304000,Large,Medium
3009,Dell,3520 (IN3520KMJ5V001ORS1),1.65,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,51890.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
3010,Asus,S5506MA-MA751WS,1.5,Windows 11,15.6,212,No,4,16 GB,DDR5,1 TB,Li-Ion,6.0,1,96990.0,Light,2880,1620,Intel,Integrated,Intel,Ultra 7,4665600,Medium,High
3011,Asus,G513QM-HF406TS,2.3,Windows 10,15.6,141,No,3,16 GB,DDR3,1 TB,Li-Ion,6.0,1,147990.0,Normal,1920,1080,NVIDIA,Other,AMD,Ryzen 7-5Gen,2073600,Medium,Medium
3012,HP,x360-14-dh1006tu (8GA81PA),1.59,Windows 10,14.0,112,Yes,2,4 GB,DDR4,256 GB,Li-Ion,5.0,1,44441.0,Light,1366,768,Intel,Integrated,Intel,i3-10Gen,1049088,Medium,Low
3014,MSI,GE62VR 7RF Apache Pro,2.4,Windows 10,15.6,141,No,2,16 GB,DDR4,256 GB,Li-Ion,5.0,2,139990.0,Heavy,1920,1080,Intel,Other,Intel,i7-7Gen,2073600,Medium,Medium
3015,HP,15-fa1388TX (A9NC6PA),2.29,Windows 11,15.6,141,No,4,16 GB,DDR4,1 TB,Li-Ion,6.0,1,68990.0,Normal,1920,1080,NVIDIA,Mid,Intel,i5-12Gen,2073600,Medium,Medium
3016,Samsung,2 Pro 13.3,0.87,Windows 11,13.3,166,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,106990.0,Ultra Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Small,Medium
3017,MSI,D13MG-072IN,1.6,Windows 11,14.0,162,No,4,16 GB,DDR4,1 TB,Li-Ion,6.0,1,65990.0,Light,1920,1200,Intel,Integrated,Intel,i7-13Gen,2304000,Medium,Medium
3018,Lenovo,15ITL6 (82H801LHIN),1.6,Windows 11,15.6,141,No,3,8 GB,DDR4,512 GB,Li-Ion,6.0,2,35990.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
3019,Acer,A324-53 (UN.34RSI.007),1.45,Windows 11,14.0,157,No,4,16 GB,DDR4,1 TB,Li-Ion,6.0,1,51990.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
3020,MSI,10SC-848IN,1.86,Windows 11,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,5.0,1,49990.0,Normal,1920,1080,NVIDIA,Entry Gaming,Intel,i5-10Gen,2073600,Medium,Medium
3021,Lenovo,Gen 6 (21KHA0J5IN),1.7,Windows 11,16.0,142,No,4,8 GB,DDR5,512 GB,Li-Po,6.0,1,40990.0,Light,1920,1200,Intel,Integrated,Intel,i3-1Gen,2304000,Large,Medium
3022,MSI,11UCX-1491IN,1.86,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,2,66456.0,Normal,1920,1080,NVIDIA,Entry Gaming,Intel,i7-11Gen,2073600,Medium,Medium
3023,HP,15-AU118TX (Y4F81PA),2.0,Windows 10,15.6,141,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,73392.0,Normal,1920,1080,NVIDIA,Other,Intel,i7-7Gen,2073600,Medium,Medium
3024,Acer,A324-53 (UN.34RSI.006),1.45,Windows 11,14.0,157,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,1,44990.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
3025,HP,15s-fq5190tu (7W476PA),1.8254062618836355,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,5.0,1,62690.0,Normal,1920,1080,Intel,Integrated,Intel,i7-1Gen,2073600,Medium,Medium
3026,Lenovo,V15 G3 (82TTA00UIH),1.8254062618836355,DOS,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Po,6.0,1,28500.0,Normal,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
3027,Acer,A324-53 (UN.34RSI.004),1.45,Windows 11,14.0,157,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,45990.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
3028,Samsung,NP750XGK-KG2IN,1.55,Windows 11,15.6,141,No,1,16 GB,DDR4,512 GB,Li-Ion,6.0,1,58980.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
3029,Samsung,NP750XGK-KG1IN,1.55,Windows 11,15.6,141,No,5,8 GB,DDR4,512 GB,Li-Ion,6.0,1,61490.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
3030,HP,16-XD0007ax (90L48PA),2.32,Windows 11,16.1,137,No,4,16 GB,DDR5,1 TB,Li-Ion,5.0,1,99990.0,Heavy,1920,1080,NVIDIA,High,AMD,Other,2073600,Large,Low
3031,Lenovo,V14 ITL G2 (82KA00LLIH),1.6,Windows 10,14.0,157,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,33900.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
3032,MSI,12UC-636IN,2.25,Windows 11,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,5.0,2,70989.0,Normal,1920,1080,NVIDIA,Mid,Intel,i5-12Gen,2073600,Medium,Medium
3033,Lenovo,S14 Gen 3 (82TW001CIH),1.5,Windows 11,14.0,157,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,3,62890.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
3034,HP,15-ew0021TX (7N6V9PA),1.7,Windows 11,15.6,141,Yes,3,16 GB,DDR4,512 GB,Li-Ion,6.0,1,96990.0,Light,1920,1080,NVIDIA,Entry Gaming,Intel,i5-1Gen,2073600,Medium,Medium
3035,MSI,11UCX-1492IN,1.86,Windows 11,15.6,141,No,4,16 GB,DDR4,256 GB,Li-Ion,6.0,2,60008.0,Normal,1920,1080,NVIDIA,Entry Gaming,Intel,i5-11Gen,2073600,Medium,Medium
3036,HP,16-wd0011TX (A1NW1PA),2.35,Windows 11,16.1,137,No,4,16 GB,DDR5,1 TB,Li-Ion,6.0,1,109990.0,Heavy,1920,1080,NVIDIA,High,Intel,i7-13Gen,2073600,Large,Low
3037,Asus,S5504VA-MA943WS,1.7,Windows 11,15.6,212,No,5,16 GB,DDR5,512 GB,Li-Ion,6.0,1,90260.0,Light,2880,1620,Intel,Integrated,Intel,i9-13Gen,4665600,Medium,High
3038,Gigabyte,G5 GE-51IN213SH (RC55GE),3.11,Windows 11,15.6,141,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,2,66068.0,Heavy,1920,1080,NVIDIA,Mid,Intel,i5-12Gen,2073600,Medium,Medium
3039,Samsung,NP750QGK-LG1IN,1.46,Windows 11,15.6,141,Yes,1,16 GB,DDR5,512 GB,Li-Ion,6.0,1,109990.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
3040,Acer,AL15-52 (UN.431SI.332),1.59,Windows 11,15.6,141,No,4,8 GB,DDR5,512 GB,Li-Ion,5.0,1,39990.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
3041,MSI,B12VFK-668IN,2.6,Windows 11,17.3,127,No,3,8 GB,DDR5,1 TB,Li-Ion,6.0,1,113602.0,Heavy,1920,1080,NVIDIA,High,Intel,i7-12Gen,2073600,Large,Low
3042,Gigabyte,G5 KF-E3IN313SH,2.08,Windows 11,15.6,141,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,2,94990.0,Normal,1920,1080,NVIDIA,High,Intel,i5-12Gen,2073600,Medium,Medium
3043,Dell,13 5378 (Z564502SIN9),1.6,Windows 10,13.3,166,Yes,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,75195.0,Light,1920,1080,Intel,Integrated,Intel,i7-7Gen,2073600,Small,Medium
3044,HP,15-fd0220TU (9D3N0PA),1.59,Windows 11,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,1,50490.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
3045,HP,(B15J0PT),1.52,DOS,15.6,100,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,1,29990.0,Light,1366,768,AMD,Integrated,AMD,Other,1049088,Medium,Low
3046,Asus,S5504VA-MA941WS,1.7,Windows 11,15.6,212,No,5,16 GB,DDR5,512 GB,Li-Ion,6.0,1,94990.0,Light,2880,1620,Intel,Integrated,Intel,i9-13Gen,4665600,Medium,High
3047,Asus,G513QM-HQ403TS,2.3,Windows 10,15.6,188,No,4,16 GB,DDR4,1 TB,Li-Ion,6.0,1,135990.0,Normal,2560,1440,NVIDIA,Other,AMD,Other,3686400,Medium,High
3048,Lenovo,G5 (21JFA02KIN),1.7,Windows 11,15.6,141,No,2,16 GB,DDR4,512 GB,Li-Po,6.0,1,32999.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
3049,Samsung,3 Pro 360 NP960QFG-KA3IN,1.66,Windows 11,16.0,212,Yes,5,16 GB,DDR4,1 TB,Li-Ion,5.0,1,149999.0,Light,2880,1800,Intel,Integrated,Intel,i7-1Gen,5184000,Large,High
3050,HP,14-ew1082TU (A3WE3PA),1.44,Windows 11,14.0,216,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,85900.0,Light,2560,1600,Intel,Integrated,Intel,Ultra 5,4096000,Medium,High
3051,HP,14-gr1023TU (A4VJ1PA),1.4,Windows 11,14.0,157,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,82990.0,Light,1920,1080,Intel,Integrated,Intel,Ultra 7,2073600,Medium,Medium
3052,Dell,5630 (IN5630MV7F4001ORS1),1.85,Windows 11,16.0,138,No,5,16 GB,DDR5,1 TB,Li-Ion,6.0,1,88990.0,Normal,1920,1080,Intel,Integrated,Intel,i7-1Gen,2073600,Large,Low
3053,Lenovo,Gen 4 (83CQ0006IN),1.65,Windows 11,15.6,141,No,4,8 GB,DDR5,512 GB,Li-Ion,6.0,1,26499.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
3054,Asus,Flip 14 CX1400FKA-EC0168,1.63,Chrome OS,14.0,157,Yes,2,8 GB,DDR4,512 GB,Li-Ion,6.0,1,24990.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
3055,Acer,One 14 Z8-415 (UN.599SI.023),1.49,Windows 11,14.0,157,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,1,42287.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
3056,MSI,B12VFK-673IN,2.6,Windows 11,17.3,170,No,4,16 GB,DDR5,1 TB,Li-Ion,6.0,2,127796.0,Heavy,2560,1440,NVIDIA,High,Intel,i7-12Gen,3686400,Large,Medium
3057,Lenovo,C640 (81UE0085IN),1.35,Windows 10,13.6,162,Yes,1,8 GB,DDR4,512 GB,Li-Ion,5.0,1,57999.0,Light,1920,1080,Intel,Integrated,Intel,i5-10Gen,2073600,Small,Medium
3058,Dell,3420 (P144G201),2.0,DOS,14.0,157,No,4,8 GB,DDR4,512 GB,Li-Ion,5.0,1,29890.0,Normal,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
3059,Lenovo,(83CV003MIN),1.39,Windows 11,14.0,162,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,81990.0,Light,1920,1200,Intel,Integrated,Intel,Ultra 5,2304000,Medium,Medium
3060,HP,(8M397PA),1.47,DOS,14.0,112,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,1,30990.0,Light,1366,768,AMD,Integrated,AMD,Other,1049088,Medium,Low
3061,MSI,B12M-613IN,1.6,Windows 11,15.6,141,No,3,8 GB,DDR4,512 GB,Li-Ion,6.0,1,32800.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
3062,Infinix,AI PC,1.8,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,57990.0,Light,1920,1080,Intel,Integrated,Intel,Ultra 5,2073600,Medium,Medium
3063,Infinix,Zero Book ZL12,1.8,Windows 11,15.6,141,No,2,16 GB,DDR5,512 GB,Li-Ion,5.0,1,65340.0,Light,1920,1080,Intel,Integrated,Intel,i7-12Gen,2073600,Medium,Medium
3065,Dell,14 5418 (D560454WIN9S),1.5,Windows 10,14.0,157,No,2,8 GB,DDR4,512 GB,Li-Ion,6.0,1,64890.0,Light,1920,1080,Intel,Integrated,Intel,i5-11Gen,2073600,Medium,Medium
3066,HP,14-GR1022TU (A4VJ0PA),1.4,Windows 11,14.0,157,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,67990.0,Light,1920,1080,Intel,Integrated,Intel,Ultra 5,2073600,Medium,Medium
3067,Asus,X1502VA-NJ542WS,1.7,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,64990.0,Light,1920,1080,Intel,Integrated,Intel,i5-13Gen,2073600,Medium,Medium
3068,Infinix,AI PC ZL514 (71008301614),1.8,Windows 11,15.6,141,No,5,32 GB,DDR5,1 TB,Li-Ion,6.0,1,85990.0,Light,1920,1080,Intel,Integrated,Intel,Ultra 9,2073600,Medium,Medium
3069,Asus,G513RC-HN063W,2.1,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,81490.0,Normal,1920,1080,NVIDIA,Mid,AMD,Other,2073600,Medium,Medium
3070,MSI,B13VFK-667IN,2.7,Windows 11,17.3,170,No,5,8 GB,DDR5,1 TB,Li-Ion,6.0,1,142991.0,Heavy,2560,1440,NVIDIA,High,Intel,i7-13Gen,3686400,Large,Medium
3071,Asus,OLED X1605VA-MB541WS,1.88,Windows 11,16.0,142,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,65680.0,Normal,1920,1200,Intel,Integrated,Intel,i5-13Gen,2304000,Large,Medium
3073,Asus,FA777RC-HX027WS,3.0,Windows 11,17.3,127,No,3,16 GB,DDR4,512 GB,Li-Ion,6.0,1,104694.0,Heavy,1920,1080,NVIDIA,Mid,AMD,Other,2073600,Large,Low
3074,HP,15-fa1128TX (8U1H6PA),2.29,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,64990.0,Normal,1920,1080,NVIDIA,Entry Gaming,Intel,i5-13Gen,2073600,Medium,Medium
3075,HP,15-fb2117AX (A94BWPA),2.29,Windows 11,15.6,141,No,5,16 GB,DDR5,1 TB,Li-Ion,6.0,1,88490.0,Normal,1920,1080,NVIDIA,High,AMD,Other,2073600,Medium,Medium
3076,Asus,G713RC-HX109WS,2.5,Windows 11,17.3,127,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,88990.0,Heavy,1920,1080,NVIDIA,Mid,AMD,Other,2073600,Large,Low
3077,HP,(6S6U4EA),1.6,Windows 11,14.0,157,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,62990.0,Light,1920,1080,Intel,Integrated,Intel,i7-1Gen,2073600,Medium,Medium
3078,Acer,A324-51 (UN.343SI.00Q),1.45,Windows 11,14.0,157,No,2,16 GB,DDR4,1 TB,Li-Ion,6.0,1,42980.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
3079,Asus,S5507QAD-MA751WS,1.42,Windows 11,15.6,212,No,3,16 GB,DDR5,1 TB,Li-Ion,6.0,1,89990.0,Light,2880,1620,Intel,Other,Qualcomm,Other,4665600,Medium,High
3080,Lenovo,15 G5 (21JFA00QIN),1.7,DOS,15.6,141,No,2,8 GB,DDR4,512 GB,Li-Ion,6.0,1,51990.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
3081,HP,15-fd0221TU (9D3N1PA),1.59,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,54599.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
3083,Asus,FX516PMZ-HN186WS,2.0,Windows 11,15.6,141,No,3,16 GB,DDR4,512 GB,Li-Ion,6.0,1,84990.0,Normal,1920,1080,NVIDIA,Other,Intel,i5-11Gen,2073600,Medium,Medium
3084,Asus,GV301QH-K5462TS,1.3,Windows 10,13.4,338,No,3,16 GB,DDR4,1 TB,Li-Ion,6.0,1,89990.0,Ultra Light,3840,2400,NVIDIA,Entry Gaming,AMD,Ryzen 9-5Gen,9216000,Small,High
3086,Dell,7440 (OIN74402204A1RINU1),1.6,Windows 11,14.0,189,No,4,16 GB,DDR5,1 TB,Li-Ion,6.0,1,99000.0,Light,2240,1400,Intel,Integrated,Intel,Ultra 7,3136000,Medium,High
3087,Asus,FA617NSR-RL083W,2.2,Windows 11,16.0,142,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,74990.0,Normal,1920,1200,AMD,Integrated,AMD,Other,2304000,Large,Medium
3089,Lenovo,Gen 6 (21KHA081IN),1.7,Windows 11,16.0,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,57990.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Large,Medium
3090,Lenovo,Slim 3 (82H802XVIN),1.65,Windows 11,15.6,141,No,3,8 GB,DDR4,256 GB,Li-Po,5.0,2,38999.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
3091,Lenovo,15IAX9 (83GS008VIN),2.4,Windows 11,15.6,141,No,2,12 GB,DDR5,512 GB,Li-Ion,6.0,1,57890.0,Heavy,1920,1080,NVIDIA,Entry Gaming,Intel,i5-12Gen,2073600,Medium,Medium
3092,Dell,5440 (OIN5440340401RINU1),1.56,Windows 11,14.0,162,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,62990.0,Light,1920,1200,Intel,Integrated,Intel,Other,2304000,Medium,Medium
3093,Samsung,NP750XGK-KG3IN,1.55,Windows 11,15.6,141,No,1,16 GB,DDR4,512 GB,Li-Ion,6.0,1,72999.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
3094,Asus,GA503RW-LN066WS,1.9,Windows 11,15.6,188,No,4,16 GB,DDR5,1 TB,Li-Ion,6.0,1,137032.0,Normal,2560,1440,NVIDIA,Other,AMD,Other,3686400,Medium,High
3096,Infinix,AI PC ZL514 (71008301677),1.8,Windows 11,15.6,141,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,64990.0,Light,1920,1080,Intel,Integrated,Intel,Ultra 7,2073600,Medium,Medium
3098,Asus,FA566NFR-HN045WS,2.3,Windows 11,15.6,141,No,3,16 GB,DDR5,512 GB,Li-Ion,6.0,1,60899.0,Normal,1920,1080,NVIDIA,Entry Gaming,AMD,Other,2073600,Medium,Medium
3099,Lenovo,14IRH8 (83E00006IN),1.35,Windows 11,14.0,162,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,70990.0,Light,1920,1200,Intel,Integrated,Intel,i5-13Gen,2304000,Medium,Medium
3100,HP,15-EH3101AU (840G5PA),1.75,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,5.0,1,56000.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
3101,MSI,B13VFK-843IN,2.25,Windows 11,15.6,141,No,5,16 GB,DDR5,1 TB,Li-Ion,6.0,2,119990.0,Normal,1920,1080,NVIDIA,High,Intel,i9-13Gen,2073600,Medium,Medium
3102,Dell,3511 (D560509WIN9S),1.85,Windows 10,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,5.0,1,51499.0,Normal,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
3103,MSI,B12UDXK-1019IN,2.25,Windows 11,15.6,141,No,3,16 GB,DDR5,1 TB,Li-Ion,6.0,2,81906.0,Normal,1920,1080,NVIDIA,Mid,Intel,i5-12Gen,2073600,Medium,Medium
